agg_level,worker_char,firm_char,firm_orig_char,j2j,j2jr,j2jod,qwi,geo_level,ind_level,by_ownercode,by_sex,by_agegrp,by_race,by_ethnicity,by_education,by_firmage,by_firmsize,geo_level_orig,ind_level_orig,by_ownercode_orig,by_firmage_orig,by_firmsize_orig
249105,Education,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * State],0,0,1,0,B,S,0,0,0,0,0,1,0,0,S,S,0,0,0
249106,Sex * Education,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * State],0,0,1,0,B,S,0,1,0,0,0,1,0,0,S,S,0,0,0
258049,,,Origin [Firm Age * NAICS Sector * State],0,0,1,0,N,A,0,0,0,0,0,0,0,0,S,S,0,1,0
258113,,Destination [Firm Age],Origin [Firm Age * NAICS Sector * State],0,0,1,0,N,A,0,0,0,0,0,0,1,0,S,S,0,1,0
258305,,Destination [NAICS Sector],Origin [Firm Age * NAICS Sector * State],0,0,1,0,N,S,0,0,0,0,0,0,0,0,S,S,0,1,0
258369,,Destination [Firm Age * NAICS Sector],Origin [Firm Age * NAICS Sector * State],0,0,1,0,N,S,0,0,0,0,0,0,1,0,S,S,0,1,0
259073,,Destination [State],Origin [Firm Age * NAICS Sector * State],0,0,1,0,S,A,0,0,0,0,0,0,0,0,S,S,0,1,0
259137,,Destination [Firm Age * State],Origin [Firm Age * NAICS Sector * State],0,0,1,0,S,A,0,0,0,0,0,0,1,0,S,S,0,1,0
259329,,Destination [NAICS Sector * State],Origin [Firm Age * NAICS Sector * State],0,0,1,0,S,S,0,0,0,0,0,0,0,0,S,S,0,1,0
259393,,Destination [Firm Age * NAICS Sector * State],Origin [Firm Age * NAICS Sector * State],0,0,1,0,S,S,0,0,0,0,0,0,1,0,S,S,0,1,0
270337,,,Origin [Firm Size * NAICS Sector * State],0,0,1,0,N,A,0,0,0,0,0,0,0,0,S,S,0,0,1
270465,,Destination [Firm Size],Origin [Firm Size * NAICS Sector * State],0,0,1,0,N,A,0,0,0,0,0,0,0,1,S,S,0,0,1
270593,,Destination [NAICS Sector],Origin [Firm Size * NAICS Sector * State],0,0,1,0,N,S,0,0,0,0,0,0,0,0,S,S,0,0,1
270721,,Destination [Firm Size * NAICS Sector],Origin [Firm Size * NAICS Sector * State],0,0,1,0,N,S,0,0,0,0,0,0,0,1,S,S,0,0,1
271361,,Destination [State],Origin [Firm Size * NAICS Sector * State],0,0,1,0,S,A,0,0,0,0,0,0,0,0,S,S,0,0,1
271489,,Destination [Firm Size * State],Origin [Firm Size * NAICS Sector * State],0,0,1,0,S,A,0,0,0,0,0,0,0,1,S,S,0,0,1
271617,,Destination [NAICS Sector * State],Origin [Firm Size * NAICS Sector * State],0,0,1,0,S,S,0,0,0,0,0,0,0,0,S,S,0,0,1
271745,,Destination [Firm Size * NAICS Sector * State],Origin [Firm Size * NAICS Sector * State],0,0,1,0,S,S,0,0,0,0,0,0,0,1,S,S,0,0,1
294913,,,Origin [NAICS Subsector * State],0,0,0,0,N,A,0,0,0,0,0,0,0,0,S,3,0,0,0
295169,,Destination [NAICS Sector],Origin [NAICS Subsector * State],0,0,0,0,N,S,0,0,0,0,0,0,0,0,S,3,0,0,0
295425,,Destination [NAICS Subsector],Origin [NAICS Subsector * State],0,0,0,0,N,3,0,0,0,0,0,0,0,0,S,3,0,0,0
295937,,Destination [State],Origin [NAICS Subsector * State],0,0,0,0,S,A,0,0,0,0,0,0,0,0,S,3,0,0,0
296193,,Destination [NAICS Sector * State],Origin [NAICS Subsector * State],0,0,0,0,S,S,0,0,0,0,0,0,0,0,S,3,0,0,0
296449,,Destination [NAICS Subsector * State],Origin [NAICS Subsector * State],0,0,0,0,S,3,0,0,0,0,0,0,0,0,S,3,0,0,0
589825,,,Origin [Metro-complete],0,0,1,0,N,A,0,0,0,0,0,0,0,0,B,A,0,0,0
589826,Sex,,Origin [Metro-complete],0,0,1,0,N,A,0,1,0,0,0,0,0,0,B,A,0,0,0
589827,Age,,Origin [Metro-complete],0,0,1,0,N,A,0,0,1,0,0,0,0,0,B,A,0,0,0
589828,Sex * Age,,Origin [Metro-complete],0,0,1,0,N,A,0,1,1,0,0,0,0,0,B,A,0,0,0
589829,Race,,Origin [Metro-complete],0,0,1,0,N,A,0,0,0,1,0,0,0,0,B,A,0,0,0
589833,Ethnicity,,Origin [Metro-complete],0,0,1,0,N,A,0,0,0,0,1,0,0,0,B,A,0,0,0
589837,Race * Ethnicity,,Origin [Metro-complete],0,0,1,0,N,A,0,0,0,1,1,0,0,0,B,A,0,0,0
589841,Education,,Origin [Metro-complete],0,0,1,0,N,A,0,0,0,0,0,1,0,0,B,A,0,0,0
589842,Sex * Education,,Origin [Metro-complete],0,0,1,0,N,A,0,1,0,0,0,1,0,0,B,A,0,0,0
590081,,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,0,0,0,0,0,0,0,B,A,0,0,0
590082,Sex,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,1,0,0,0,0,0,0,B,A,0,0,0
590083,Age,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,0,1,0,0,0,0,0,B,A,0,0,0
590084,Sex * Age,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,1,1,0,0,0,0,0,B,A,0,0,0
590085,Race,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,0,0,1,0,0,0,0,B,A,0,0,0
590089,Ethnicity,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,0,0,0,1,0,0,0,B,A,0,0,0
590093,Race * Ethnicity,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,0,0,1,1,0,0,0,B,A,0,0,0
590097,Education,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,0,0,0,0,1,0,0,B,A,0,0,0
590098,Sex * Education,Destination [NAICS Sector],Origin [Metro-complete],0,0,1,0,N,S,0,1,0,0,0,1,0,0,B,A,0,0,0
590849,,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,0,0,0,0,0,0,0,B,A,0,0,0
590850,Sex,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,1,0,0,0,0,0,0,B,A,0,0,0
590851,Age,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,0,1,0,0,0,0,0,B,A,0,0,0
590852,Sex * Age,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,1,1,0,0,0,0,0,B,A,0,0,0
590853,Race,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,0,0,1,0,0,0,0,B,A,0,0,0
590857,Ethnicity,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,0,0,0,1,0,0,0,B,A,0,0,0
590861,Race * Ethnicity,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,0,0,1,1,0,0,0,B,A,0,0,0
590865,Education,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,0,0,0,0,1,0,0,B,A,0,0,0
590866,Sex * Education,Destination [State],Origin [Metro-complete],0,0,1,0,S,A,0,1,0,0,0,1,0,0,B,A,0,0,0
591105,,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,0,0,0,0,0,0,0,B,A,0,0,0
591106,Sex,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,1,0,0,0,0,0,0,B,A,0,0,0
591107,Age,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,0,1,0,0,0,0,0,B,A,0,0,0
591108,Sex * Age,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,1,1,0,0,0,0,0,B,A,0,0,0
591109,Race,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,0,0,1,0,0,0,0,B,A,0,0,0
591113,Ethnicity,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,0,0,0,1,0,0,0,B,A,0,0,0
591117,Race * Ethnicity,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,0,0,1,1,0,0,0,B,A,0,0,0
591121,Education,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,0,0,0,0,1,0,0,B,A,0,0,0
591122,Sex * Education,Destination [NAICS Sector * State],Origin [Metro-complete],0,0,1,0,S,S,0,1,0,0,0,1,0,0,B,A,0,0,0
592897,,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,0,0,0,0,0,0,0,B,A,0,0,0
592898,Sex,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,1,0,0,0,0,0,0,B,A,0,0,0
592899,Age,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,0,1,0,0,0,0,0,B,A,0,0,0
592900,Sex * Age,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,1,1,0,0,0,0,0,B,A,0,0,0
592901,Race,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,0,0,1,0,0,0,0,B,A,0,0,0
592905,Ethnicity,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,0,0,0,1,0,0,0,B,A,0,0,0
592909,Race * Ethnicity,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,0,0,1,1,0,0,0,B,A,0,0,0
592913,Education,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,0,0,0,0,1,0,0,B,A,0,0,0
592914,Sex * Education,Destination [Metro-complete],Origin [Metro-complete],0,0,1,0,B,A,0,1,0,0,0,1,0,0,B,A,0,0,0
593153,,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,0,0,0,0,0,0,0,B,A,0,0,0
593154,Sex,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,1,0,0,0,0,0,0,B,A,0,0,0
593155,Age,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,0,1,0,0,0,0,0,B,A,0,0,0
593156,Sex * Age,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,1,1,0,0,0,0,0,B,A,0,0,0
593157,Race,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,0,0,1,0,0,0,0,B,A,0,0,0
593161,Ethnicity,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,0,0,0,1,0,0,0,B,A,0,0,0
593165,Race * Ethnicity,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,0,0,1,1,0,0,0,B,A,0,0,0
593169,Education,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,0,0,0,0,1,0,0,B,A,0,0,0
593170,Sex * Education,Destination [NAICS Sector * Metro-complete],Origin [Metro-complete],0,0,1,0,B,S,0,1,0,0,0,1,0,0,B,A,0,0,0
638977,,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,0,0,0,0,0,0,0,B,S,0,0,0
638978,Sex,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,1,0,0,0,0,0,0,B,S,0,0,0
638979,Age,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,0,1,0,0,0,0,0,B,S,0,0,0
638980,Sex * Age,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,1,1,0,0,0,0,0,B,S,0,0,0
638981,Race,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,0,0,1,0,0,0,0,B,S,0,0,0
638985,Ethnicity,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,0,0,0,1,0,0,0,B,S,0,0,0
638989,Race * Ethnicity,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,0,0,1,1,0,0,0,B,S,0,0,0
638993,Education,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,0,0,0,0,1,0,0,B,S,0,0,0
638994,Sex * Education,,Origin [NAICS Sector * Metro-complete],0,0,1,0,N,A,0,1,0,0,0,1,0,0,B,S,0,0,0
639233,,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,0,0,0,0,0,0,0,B,S,0,0,0
639234,Sex,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,1,0,0,0,0,0,0,B,S,0,0,0
639235,Age,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,0,1,0,0,0,0,0,B,S,0,0,0
639236,Sex * Age,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,1,1,0,0,0,0,0,B,S,0,0,0
639237,Race,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,0,0,1,0,0,0,0,B,S,0,0,0
639241,Ethnicity,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,0,0,0,1,0,0,0,B,S,0,0,0
639245,Race * Ethnicity,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,0,0,1,1,0,0,0,B,S,0,0,0
639249,Education,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,0,0,0,0,1,0,0,B,S,0,0,0
639250,Sex * Education,Destination [NAICS Sector],Origin [NAICS Sector * Metro-complete],0,0,1,0,N,S,0,1,0,0,0,1,0,0,B,S,0,0,0
640001,,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,0,0,0,0,0,0,0,B,S,0,0,0
640002,Sex,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,1,0,0,0,0,0,0,B,S,0,0,0
640003,Age,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,0,1,0,0,0,0,0,B,S,0,0,0
640004,Sex * Age,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,1,1,0,0,0,0,0,B,S,0,0,0
640005,Race,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,0,0,1,0,0,0,0,B,S,0,0,0
640009,Ethnicity,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,0,0,0,1,0,0,0,B,S,0,0,0
640013,Race * Ethnicity,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,0,0,1,1,0,0,0,B,S,0,0,0
640017,Education,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,0,0,0,0,1,0,0,B,S,0,0,0
640018,Sex * Education,Destination [State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,A,0,1,0,0,0,1,0,0,B,S,0,0,0
640257,,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,0,0,0,0,0,0,0,B,S,0,0,0
640258,Sex,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,1,0,0,0,0,0,0,B,S,0,0,0
640259,Age,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,0,1,0,0,0,0,0,B,S,0,0,0
640260,Sex * Age,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,1,1,0,0,0,0,0,B,S,0,0,0
640261,Race,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,0,0,1,0,0,0,0,B,S,0,0,0
640265,Ethnicity,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,0,0,0,1,0,0,0,B,S,0,0,0
640269,Race * Ethnicity,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,0,0,1,1,0,0,0,B,S,0,0,0
640273,Education,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,0,0,0,0,1,0,0,B,S,0,0,0
640274,Sex * Education,Destination [NAICS Sector * State],Origin [NAICS Sector * Metro-complete],0,0,1,0,S,S,0,1,0,0,0,1,0,0,B,S,0,0,0
642049,,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,0,0,0,0,0,0,0,B,S,0,0,0
642050,Sex,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,1,0,0,0,0,0,0,B,S,0,0,0
642051,Age,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,0,1,0,0,0,0,0,B,S,0,0,0
642052,Sex * Age,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,1,1,0,0,0,0,0,B,S,0,0,0
642053,Race,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,0,0,1,0,0,0,0,B,S,0,0,0
642057,Ethnicity,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,0,0,0,1,0,0,0,B,S,0,0,0
642061,Race * Ethnicity,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,0,0,1,1,0,0,0,B,S,0,0,0
642065,Education,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,0,0,0,0,1,0,0,B,S,0,0,0
642066,Sex * Education,Destination [Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,A,0,1,0,0,0,1,0,0,B,S,0,0,0
642305,,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,0,0,0,0,0,0,0,B,S,0,0,0
642306,Sex,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,1,0,0,0,0,0,0,B,S,0,0,0
642307,Age,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,0,1,0,0,0,0,0,B,S,0,0,0
642308,Sex * Age,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,1,1,0,0,0,0,0,B,S,0,0,0
642309,Race,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,0,0,1,0,0,0,0,B,S,0,0,0
642313,Ethnicity,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,0,0,0,1,0,0,0,B,S,0,0,0
642317,Race * Ethnicity,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,0,0,1,1,0,0,0,B,S,0,0,0
642321,Education,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,0,0,0,0,1,0,0,B,S,0,0,0
642322,Sex * Education,Destination [NAICS Sector * Metro-complete],Origin [NAICS Sector * Metro-complete],0,0,1,0,B,S,0,1,0,0,0,1,0,0,B,S,0,0,0
